Microns	Transmission
2.269	3.738E-05
2.270	3.964E-05
2.271	3.528E-05
2.272	3.311E-05
2.273	3.364E-05
2.274	3.380E-05
2.275	3.490E-05
2.276	3.012E-05
2.277	2.761E-05
2.278	2.566E-05
2.279	2.819E-05
2.280	2.778E-05
2.281	2.632E-05
2.282	2.130E-05
2.283	2.089E-05
2.284	2.300E-05
2.285	2.402E-05
2.286	2.380E-05
2.287	2.012E-05
2.288	2.129E-05
2.289	2.097E-05
2.290	1.945E-05
2.291	2.030E-05
2.292	1.916E-05
2.293	1.995E-05
2.294	2.038E-05
2.295	1.951E-05
2.296	2.040E-05
2.297	1.701E-05
2.298	1.561E-05
2.299	1.460E-05
2.300	1.411E-05
2.301	1.593E-05
2.302	1.455E-05
2.303	1.409E-05
2.304	1.306E-05
2.305	1.432E-05
2.306	1.568E-05
2.307	1.396E-05
2.308	1.448E-05
2.309	1.344E-05
2.310	1.510E-05
2.311	1.190E-05
2.312	1.046E-05
2.313	1.061E-05
2.314	1.186E-05
2.315	1.192E-05
2.316	1.067E-05
2.317	9.606E-06
2.318	8.701E-06
2.319	9.296E-06
2.320	9.420E-06
2.321	9.538E-06
2.322	8.749E-06
2.323	7.759E-06
2.324	7.889E-06
2.325	7.552E-06
2.326	8.108E-06
2.327	8.467E-06
2.328	7.618E-06
2.329	6.493E-06
2.330	5.767E-06
2.331	5.833E-06
2.332	5.993E-06
2.333	5.585E-06
2.334	5.204E-06
2.335	4.846E-06
2.336	4.517E-06
2.337	4.142E-06
2.338	4.262E-06
2.339	3.890E-06
2.340	4.112E-06
2.341	4.101E-06
2.342	4.453E-06
2.343	4.373E-06
2.344	3.898E-06
2.345	3.408E-06
2.346	3.060E-06
2.347	3.054E-06
2.348	3.335E-06
2.349	3.810E-06
2.350	3.837E-06
2.351	3.789E-06
2.352	3.139E-06
2.353	2.995E-06
2.354	2.940E-06
2.355	3.141E-06
2.356	3.543E-06
2.357	3.331E-06
2.358	3.253E-06
2.359	2.785E-06
2.360	2.479E-06
2.361	2.237E-06
2.362	2.315E-06
2.363	2.486E-06
2.364	2.539E-06
2.365	2.076E-06
2.366	1.790E-06
2.367	1.661E-06
2.368	1.460E-06
2.369	1.240E-06
2.370	9.857E-07
2.371	9.604E-07
2.372	8.187E-07
2.373	6.632E-07
2.374	5.652E-07
2.375	4.978E-07
2.376	4.683E-07
2.377	4.212E-07
2.378	4.103E-07
2.379	3.980E-07
2.380	3.352E-07
2.381	3.448E-07
2.382	3.696E-07
2.383	4.436E-07
2.384	4.621E-07
2.385	4.704E-07
2.386	4.850E-07
2.387	4.680E-07
2.388	4.818E-07
2.389	4.808E-07
2.390	5.552E-07
2.391	6.476E-07
2.392	7.243E-07
2.393	7.445E-07
2.394	6.748E-07
2.395	6.163E-07
2.396	6.014E-07
2.397	6.547E-07
2.398	6.859E-07
2.399	7.780E-07
2.400	7.339E-07
2.401	7.233E-07
2.402	6.901E-07
2.403	7.457E-07
2.404	7.651E-07
2.405	6.803E-07
2.406	6.329E-07
2.407	5.722E-07
2.408	6.044E-07
2.409	5.343E-07
2.410	5.909E-07
2.411	5.178E-07
2.412	5.733E-07
2.413	5.003E-07
2.414	4.620E-07
2.415	4.120E-07
2.416	3.972E-07
2.417	4.362E-07
2.418	4.593E-07
2.419	4.560E-07
2.420	4.220E-07
2.421	3.920E-07
2.422	4.431E-07
2.423	4.228E-07
2.424	4.059E-07
2.425	3.252E-07
2.426	3.412E-07
2.427	2.717E-07
2.428	3.024E-07
2.429	3.242E-07
2.430	4.020E-07
2.431	3.850E-07
2.432	3.692E-07
2.433	4.196E-07
2.434	4.620E-07
2.435	4.796E-07
2.436	4.816E-07
2.437	4.550E-07
2.438	4.646E-07
2.439	4.715E-07
2.440	4.782E-07
2.441	4.661E-07
2.442	3.798E-07
2.443	3.905E-07
2.444	4.257E-07
2.445	4.992E-07
2.446	5.290E-07
2.447	5.509E-07
2.448	4.896E-07
2.449	5.070E-07
2.450	4.245E-07
2.451	4.599E-07
2.452	4.723E-07
2.453	5.193E-07
2.454	5.059E-07
2.455	4.122E-07
2.456	3.619E-07
2.457	3.431E-07
2.458	4.472E-07
2.459	4.711E-07
2.460	5.373E-07
2.461	4.626E-07
2.462	5.052E-07
2.463	4.006E-07
2.464	3.841E-07
2.465	3.061E-07
2.466	3.200E-07
2.467	3.253E-07
2.468	3.550E-07
2.469	3.698E-07
2.470	3.226E-07
2.471	2.952E-07
2.472	2.455E-07
2.473	2.661E-07
2.474	2.728E-07
2.475	2.763E-07
2.476	2.836E-07
2.477	2.488E-07
2.478	2.222E-07
2.479	1.952E-07
2.480	2.179E-07
2.481	2.359E-07
2.482	2.316E-07
2.483	2.146E-07
2.484	1.923E-07
2.485	2.014E-07
2.486	1.740E-07
2.487	2.113E-07
2.488	2.151E-07
2.489	2.575E-07
2.490	2.680E-07
2.491	2.564E-07
2.492	2.460E-07
2.493	2.190E-07
2.494	2.444E-07
2.495	2.360E-07
2.496	2.842E-07
2.497	2.714E-07
2.498	3.126E-07
2.499	2.788E-07
2.500	2.523E-07
2.501	2.407E-07
2.502	2.800E-07
2.503	3.382E-07
2.504	2.735E-07
2.505	2.725E-07
2.506	2.697E-07
2.507	3.894E-07
2.508	3.686E-07
2.509	3.129E-07
2.510	2.717E-07
2.511	3.330E-07
2.512	4.566E-07
2.513	5.447E-07
2.514	5.755E-07
2.515	5.913E-07
2.516	6.051E-07
2.517	6.000E-07
2.518	6.573E-07
2.519	6.216E-07
2.520	6.340E-07
2.521	6.069E-07
2.522	6.565E-07
2.523	6.488E-07
2.524	7.214E-07
2.525	7.865E-07
2.526	7.616E-07
2.527	7.555E-07
2.528	7.674E-07
2.529	9.870E-07
2.530	9.510E-07
2.531	1.071E-06
2.532	1.166E-06
2.533	1.373E-06
2.534	1.293E-06
2.535	1.290E-06
2.536	1.234E-06
2.537	1.316E-06
2.538	1.446E-06
2.539	1.344E-06
2.540	1.545E-06
2.541	1.462E-06
2.542	1.597E-06
2.543	1.329E-06
2.544	1.456E-06
2.545	1.352E-06
2.546	1.675E-06
2.547	1.758E-06
2.548	2.137E-06
2.549	2.229E-06
2.550	2.160E-06
2.551	2.335E-06
2.552	1.975E-06
2.553	2.034E-06
2.554	1.651E-06
2.555	2.176E-06
2.556	2.205E-06
2.557	2.339E-06
2.558	2.461E-06
2.559	2.785E-06
2.560	3.181E-06
2.561	3.240E-06
2.562	3.083E-06
2.563	3.370E-06
2.564	3.309E-06
2.565	3.163E-06
2.566	2.958E-06
2.567	3.317E-06
2.568	3.629E-06
2.569	3.153E-06
2.570	2.640E-06
2.571	2.571E-06
2.572	3.321E-06
2.573	3.357E-06
2.574	3.548E-06
2.575	3.246E-06
2.576	3.703E-06
2.577	3.411E-06
2.578	3.725E-06
2.579	3.439E-06
2.580	3.766E-06
2.581	3.497E-06
2.582	3.500E-06
2.583	3.486E-06
2.584	3.816E-06
2.585	4.255E-06
2.586	4.478E-06
2.587	3.893E-06
2.588	3.482E-06
2.589	3.443E-06
2.590	4.088E-06
2.591	4.474E-06
2.592	4.482E-06
2.593	3.741E-06
2.594	3.768E-06
2.595	3.881E-06
2.596	4.296E-06
2.597	3.776E-06
