11.674048695  6.03
39.3874335376  5.36
23.6254890239  6.39
26.1891831686  7.33
26.0973244208  7.58
11.4536603158  5.49
37.3302332792  5.56
149.018852175  6.1
138.532794876  7.33
116.00888467  7.49
22.9374561101  6.92
164.047379018  6.32
105.473448755  6.46
80.1443974977  6.24
12.8983478957  8.29
34.6623357328  6.32
21.5062024182  6.32
32.5982369914  6.03
28.1752201282  6.17
16.3766356604  5.96
404.255463118  5.76
11.0270436014  7.66
18.992613045  6.24
14.3419462415  6.1
8.50219880855  6.77
30.5711722116  5.62
15.227130539  5.62
9.33945680285  5.62
68.7909467251  6.32
12.117730078  6.1
9.38338924748  6.32
16.4481620372  5.82
21.153290549  5.49
83.9229508137  5.36
85.8723168898  7.49
17.6887997503  6.46
5.39969683054  6.17
10.308149053  6.24
164.223834953  6.84
22.8230865228  5.62
11.647543997  7.08
12.2564258949  6.1
10.925018668  6.84
30.7153141994  5.82
22.8648404991  7.49
52.4567911971  7.49
18.24321994  6.24
14.8647786403  5.76
7.2350563974  5.69
33.132687888  7.58
13.1717456709  7.84
46.4046431021  6.46
8.10571757274  7.75
30.2375034793  6.03
10.5710175646  6.17
40.6418682168  6.1
30.8467484552  5.82
35.187709678  6.1
12.800679899  6.32
27.7678465508  5.43
12.4002048046  7.49
35.2055005027  7.0
14.7976092002  6.24
7.51099571903  6.92
21.9288252739  8.11
15.6094517307  8.02
1.98240617904  8.2
20.3033248227  8.29
