-35944.7274222  6.03
68.5796352972  6.1
92.3695986799  5.56
11.0735175924  6.03
14.067096154  5.36
12.8725693538  6.17
152.991652251  5.96
279.687013307  5.3
91.3903771662  5.43
36.135343401  6.32
-7.66094695565  7.08
61.074448827  7.16
6.82804589801  6.92
41.5488371976  6.32
53.2290582196  7.58
-8.85874145834  5.69
-5.40187529887  7.84
19.1701582138  6.39
12.6957503411  6.61
71.217034287  5.36
77.0342708806  7.33
63.7859157401  7.58
-24.1054782123  5.49
210.68548131  6.17
52.807887676  5.56
130.76909683  6.1
140.431693102  7.33
94.4511251679  7.49
41.1450944007  6.92
30.5817014752  8.2
151.549506217  6.32
158.355767432  6.46
1.43815217494  6.69
106.95444414  6.24
80.5201832844  8.29
63.6232567715  6.32
104.632196902  6.32
-35.6019817385  8.48
76.5375801016  5.43
39.4665845535  5.3
49.5852068619  6.1
50.0092820299  8.48
27.5986521772  7.58
-45.5677481859  5.82
-35944.7274222  6.1
-48.525018942  6.03
17.421574302  6.46
-51.5992008317  6.17
88.8789662613  7.93
76.7855624131  6.1
11.3792293145  5.43
31.8012806612  6.03
0.25270232612  6.1
63.7198355341  6.03
70.8840917108  5.62
7.6645777362  5.82
6.11532367649  6.1
-23.3626205122  5.96
385.130689661  5.76
-7.9198216087  5.69
-17.2712599874  6.46
28.4275593763  7.33
22.9483484517  7.66
26.370722196  6.24
-5.8760552384  6.1
-8.5098234477  6.77
23.0739734587  5.49
45.0111495279  6.32
7.21327171412  5.62
28.0031211303  5.62
31.7130526939  5.96
33.3211253985  5.43
24.2688633369  5.49
12.9876650972  6.69
-0.0660802059682  5.62
-5.43273693353  5.36
3.41257063678  5.49
31.9432441806  6.32
-13.7537597927  5.36
-11.6889348953  5.82
53.2551998395  5.43
48.6462870123  6.92
-19.2420476687  6.1
10.6312885217  6.32
7.93035087229  5.62
13.6807811037  5.82
10.1011945618  7.93
-26.2407402524  5.43
5.89566145336  5.49
55.4253173729  5.36
0.950901425443  6.77
78.9622153514  7.49
6.18866544356  5.76
2.88429206709  5.82
106.414910151  5.56
10.1378654453  5.89
-2.21005611939  5.89
43.1264113456  7.49
1.88691665064  6.46
2.04340329225  6.17
66.3855546122  5.3
15.9852375174  5.3
14.4860882292  6.24
-12.1504071029  7.49
20.8642804174  6.46
11.5807376349  6.69
123.136106885  6.84
4.33515197396  5.62
14.9729759007  7.08
2.02016629674  7.49
2.02016629674  7.24
-13.8507016334  6.1
-7.85991372966  6.1
21.7429293099  6.1
-9.91529859772  6.84
12.0196990032  6.92
130.924494238  6.03
29.7832928328  5.82
20.3127648522  7.49
54.7717768743  6.24
0.901885888049  6.24
17.3093831831  7.49
57.7947647583  6.54
13.053019147  6.03
-23.7264247231  6.24
17.9077358174  5.36
67.7558111909  5.76
4.39505985299  5.3
-4.85834745088  6.17
13.0410375712  7.49
-0.114732665307  5.89
6.59277131852  6.03
79.9058552157  5.62
15.0644715705  6.17
0.46510298816  5.69
137.572816499  6.54
38.2735100655  7.58
8.5933314003  7.84
46.165011586  6.46
20.4405683274  7.75
6.55573735693  6.32
15.8672371496  6.03
21.6652306062  6.03
18.3299955951  7.08
15.3589278729  6.17
24.0401241624  6.1
-10.2954413211  5.96
32.4410241937  5.82
7.05097582364  6.1
-1.42762291136  6.32
31.5188059346  5.43
32.3778486122  7.49
-14.9177880363  7.0
16.0407884597  5.96
27.3470390853  6.24
8.16998238844  6.92
24.0350410697  8.11
-10.566660628  8.02
29.4183993877  6.03
-6.66611308558  6.46
6.68390391026  8.2
9.12378843832  8.29
14.1368071405  6.03
46.8370690653  5.36
25.2088724207  5.89
