-2.46807e-01 -3.35104e-01 -4.30267e-01 -5.14668e-01 -5.72418e-01 -5.63195e-01 -4.68783e-01 -3.02381e-01 -1.33713e-01 -4.42326e-02 -8.72230e-02 -2.43232e-01 -4.09560e-01 -5.28083e-01 -5.66169e-01 -5.44941e-01 -5.08640e-01 -4.90475e-01 -4.94401e-01 -5.02176e-01 -4.91959e-01 -4.55418e-01 -4.07728e-01 -3.57031e-01 -2.95703e-01 -2.32376e-01 -1.74994e-01 -1.52017e-01 -1.88067e-01 -2.76319e-01 -3.83393e-01 -4.60350e-01 -4.90493e-01 -4.81916e-01 -4.87759e-01 -5.36096e-01 -6.04366e-01 -6.42541e-01 -5.99962e-01 -5.13995e-01 -4.28344e-01 -3.98724e-01 -4.21976e-01 -4.66819e-01 -5.06115e-01 -5.34873e-01 -5.59610e-01 -5.97387e-01 -6.64060e-01 -7.50357e-01 -8.44488e-01 -8.97951e-01 -8.67481e-01 -7.58040e-01 -6.25829e-01 -5.28882e-01 -4.89472e-01 -4.61227e-01 -3.86024e-01 -2.49643e-01 -1.02102e-01 -3.42256e-02 -7.35894e-02 -1.70890e-01 -2.46963e-01 -2.43216e-01 -1.71878e-01 -9.70570e-02 -7.77266e-02 -1.08294e-01 -1.46675e-01
-3.46609e-01 -4.42235e-01 -5.27613e-01 -5.94435e-01 -6.38506e-01 -6.27864e-01 -5.48608e-01 -4.07815e-01 -2.64453e-01 -1.97327e-01 -2.50394e-01 -4.03721e-01 -5.72453e-01 -6.89010e-01 -7.26507e-01 -7.11355e-01 -6.80222e-01 -6.41275e-01 -6.02372e-01 -5.55298e-01 -5.07437e-01 -4.68214e-01 -4.47389e-01 -4.27093e-01 -3.91229e-01 -3.39527e-01 -2.92322e-01 -2.80181e-01 -3.24496e-01 -4.00095e-01 -4.84376e-01 -5.34709e-01 -5.47112e-01 -5.45885e-01 -5.82698e-01 -6.76013e-01 -7.82848e-01 -8.16048e-01 -7.20395e-01 -5.56113e-01 -4.10173e-01 -3.70061e-01 -4.46238e-01 -5.65714e-01 -6.58056e-01 -6.89650e-01 -6.76512e-01 -6.52831e-01 -6.71109e-01 -7.32690e-01 -8.21388e-01 -8.68511e-01 -8.25319e-01 -6.98621e-01 -5.67458e-01 -5.07511e-01 -5.41546e-01 -6.00999e-01 -5.84265e-01 -4.46325e-01 -2.32513e-01 -5.54173e-02 7.29139e-04 -6.15239e-02 -1.52335e-01 -1.79796e-01 -1.32910e-01 -6.11402e-02 -2.60487e-02 -4.76679e-02 -9.25530e-02
-4.35340e-01 -5.31647e-01 -5.96034e-01 -6.29249e-01 -6.53267e-01 -6.51946e-01 -6.13662e-01 -5.44828e-01 -4.74670e-01 -4.53643e-01 -5.16395e-01 -6.41282e-01 -7.68676e-01 -8.49686e-01 -8.71356e-01 -8.57483e-01 -8.35696e-01 -7.78398e-01 -6.82578e-01 -5.65416e-01 -4.73925e-01 -4.38435e-01 -4.62313e-01 -4.97151e-01 -5.13556e-01 -5.05395e-01 -4.96073e-01 -5.05879e-01 -5.49960e-01 -5.93440e-01 -6.24569e-01 -6.11153e-01 -5.79770e-01 -5.67941e-01 -6.29699e-01 -7.68598e-01 -9.15083e-01 -9.61696e-01 -8.36571e-01 -6.07061e-01 -4.04256e-01 -3.53729e-01 -4.73049e-01 -6.54771e-01 -7.80709e-01 -7.81865e-01 -6.89284e-01 -5.73157e-01 -5.07845e-01 -5.15796e-01 -5.84348e-01 -6.33706e-01 -6.09217e-01 -5.16009e-01 -4.39861e-01 -4.65891e-01 -6.02547e-01 -7.61447e-01 -8.09443e-01 -6.65684e-01 -3.68214e-01 -6.38842e-02 1.08792e-01 1.08289e-01 1.22301e-02 -6.61561e-02 -7.07202e-02 -2.62747e-02 1.01856e-02 -1.04924e-03 -4.43059e-02
-5.00724e-01 -5.90507e-01 -6.28034e-01 -6.24519e-01 -6.17293e-01 -6.33318e-01 -6.63605e-01 -6.99544e-01 -7.37745e-01 -7.81559e-01 -8.45192e-01 -9.17737e-01 -9.69216e-01 -9.83670e-01 -9.69628e-01 -9.52808e-01 -9.33836e-01 -8.63971e-01 -7.26974e-01 -5.53037e-01 -4.32595e-01 -4.15350e-01 -4.97421e-01 -6.02171e-01 -6.85939e-01 -7.31961e-01 -7.59977e-01 -7.80360e-01 -8.02341e-01 -7.94735e-01 -7.52913e-01 -6.73153e-01 -5.92536e-01 -5.57195e-01 -6.21939e-01 -7.85981e-01 -9.63435e-01 -1.03957e+00 -9.26143e-01 -6.75376e-01 -4.40205e-01 -3.81176e-01 -5.15646e-01 -7.20037e-01 -8.40426e-01 -7.89126e-01 -6.05790e-01 -3.94592e-01 -2.51469e-01 -2.12672e-01 -2.58337e-01 -3.15331e-01 -3.37696e-01 -3.22095e-01 -3.38900e-01 -4.63358e-01 -6.89904e-01 -9.18974e-01 -1.00648e+00 -8.50912e-01 -4.83660e-01 -5.79397e-02 2.40359e-01 3.08889e-01 2.05729e-01 6.73363e-02 -1.24155e-02 -1.76623e-02 -3.60191e-03 -1.71894e-02 -5.17602e-02
-5.39033e-01 -6.31359e-01 -6.46700e-01 -6.09084e-01 -5.76012e-01 -6.13529e-01 -7.24516e-01 -8.69868e-01 -1.01441e+00 -1.12325e+00 -1.17602e+00 -1.18113e+00 -1.14230e+00 -1.07382e+00 -1.00351e+00 -9.63921e-01 -9.40125e-01 -8.68559e-01 -7.19934e-01 -5.29449e-01 -4.03978e-01 -4.18378e-01 -5.55571e-01 -7.28877e-01 -8.72799e-01 -9.62450e-01 -1.01509e+00 -1.03387e+00 -1.02322e+00 -9.60786e-01 -8.54626e-01 -7.23127e-01 -6.02042e-01 -5.35360e-01 -5.68597e-01 -7.19615e-01 -9.13082e-01 -1.02543e+00 -9.61725e-01 -7.46769e-01 -5.22673e-01 -4.58041e-01 -5.72628e-01 -7.54826e-01 -8.36634e-01 -7.34360e-01 -4.94401e-01 -2.30900e-01 -4.96304e-02 8.78701e-03 -2.49257e-02 -9.51169e-02 -1.73035e-01 -2.42477e-01 -3.47951e-01 -5.44795e-01 -8.10758e-01 -1.06085e+00 -1.15261e+00 -9.88828e-01 -5.84030e-01 -8.02553e-02 3.07995e-01 4.35543e-01 3.36807e-01 1.48432e-01 -3.71291e-03 -6.46406e-02 -8.07819e-02 -9.98944e-02 -1.21657e-01
-5.71573e-01 -6.67217e-01 -6.68381e-01 -6.04024e-01 -5.51824e-01 -6.09445e-01 -7.84217e-01 -1.02569e+00 -1.25044e+00 -1.39414e+00 -1.43013e+00 -1.37344e+00 -1.24093e+00 -1.08186e+00 -9.42127e-01 -8.59219e-01 -8.24185e-01 -7.68853e-01 -6.44838e-01 -4.88932e-01 -3.94545e-01 -4.52542e-01 -6.36272e-01 -8.60225e-01 -1.04220e+00 -1.14615e+00 -1.19292e+00 -1.19129e+00 -1.14174e+00 -1.03778e+00 -9.05153e-01 -7.65070e-01 -6.28643e-01 -5.28391e-01 -5.03427e-01 -5.92291e-01 -7.54269e-01 -8.93253e-01 -8.95434e-01 -7.59951e-01 -6.05328e-01 -5.60140e-01 -6.46721e-01 -7.79590e-01 -8.11674e-01 -6.78612e-01 -4.37850e-01 -1.99403e-01 -4.52640e-02 3.44657e-03 -2.06015e-02 -9.57139e-02 -1.93891e-01 -3.12270e-01 -4.72100e-01 -6.98054e-01 -9.54550e-01 -1.18400e+00 -1.26285e+00 -1.09951e+00 -6.95899e-01 -1.74557e-01 2.56799e-01 4.35846e-01 3.63843e-01 1.60051e-01 -3.30701e-02 -1.40932e-01 -1.88502e-01 -2.12916e-01 -2.19621e-01
-5.87797e-01 -6.83574e-01 -6.77702e-01 -6.04056e-01 -5.50558e-01 -6.27512e-01 -8.48692e-01 -1.14670e+00 -1.40587e+00 -1.54334e+00 -1.53981e+00 -1.41225e+00 -1.19924e+00 -9.63987e-01 -7.69727e-01 -6.58837e-01 -6.23536e-01 -6.06281e-01 -5.35076e-01 -4.34943e-01 -3.86175e-01 -4.78413e-01 -6.89659e-01 -9.31905e-01 -1.11704e+00 -1.21685e+00 -1.24723e+00 -1.22940e+00 -1.15987e+00 -1.04597e+00 -9.23053e-01 -8.10491e-01 -6.85667e-01 -5.58081e-01 -4.52163e-01 -4.35258e-01 -5.08420e-01 -6.27165e-01 -6.95419e-01 -6.76223e-01 -6.37682e-01 -6.50273e-01 -7.26102e-01 -7.97546e-01 -7.82752e-01 -6.52533e-01 -4.64104e-01 -3.07007e-01 -2.26584e-01 -2.19274e-01 -2.41781e-01 -2.92573e-01 -3.73055e-01 -4.97915e-01 -6.69760e-01 -8.87981e-01 -1.11212e+00 -1.29491e+00 -1.34794e+00 -1.19432e+00 -8.29930e-01 -3.43410e-01 8.48667e-02 2.87690e-01 2.50394e-01 7.01522e-02 -1.19115e-01 -2.44177e-01 -3.01672e-01 -3.22885e-01 -3.11784e-01
-5.73625e-01 -6.55795e-01 -6.47308e-01 -5.83427e-01 -5.51715e-01 -6.56498e-01 -9.00919e-01 -1.20853e+00 -1.45239e+00 -1.53497e+00 -1.46426e+00 -1.26509e+00 -9.94606e-01 -7.18180e-01 -4.99986e-01 -3.93098e-01 -3.96146e-01 -4.33472e-01 -4.28646e-01 -3.87530e-01 -3.79164e-01 -4.82178e-01 -6.87961e-01 -9.10762e-01 -1.07570e+00 -1.16201e+00 -1.18923e+00 -1.17787e+00 -1.11788e+00 -1.02885e+00 -9.37365e-01 -8.63654e-01 -7.69432e-01 -6.22303e-01 -4.27513e-01 -2.75504e-01 -2.18692e-01 -2.72184e-01 -3.77069e-01 -4.79360e-01 -5.81250e-01 -6.83116e-01 -7.76860e-01 -8.12762e-01 -7.60027e-01 -6.40131e-01 -5.15559e-01 -4.55443e-01 -4.75696e-01 -5.27547e-01 -5.53061e-01 -5.61409e-01 -5.95739e-01 -6.97734e-01 -8.62198e-01 -1.06908e+00 -1.26500e+00 -1.40692e+00 -1.43553e+00 -1.29817e+00 -9.84065e-01 -5.65700e-01 -1.87208e-01 1.58357e-02 1.64154e-02 -1.15215e-01 -2.72440e-01 -3.85185e-01 -4.28385e-01 -4.26246e-01 -3.88753e-01
-5.29524e-01 -5.87779e-01 -5.79463e-01 -5.41537e-01 -5.46319e-01 -6.78941e-01 -9.31312e-01 -1.21039e+00 -1.38794e+00 -1.38206e+00 -1.21472e+00 -9.41176e-01 -6.44593e-01 -3.73189e-01 -1.93326e-01 -1.44079e-01 -2.14233e-01 -3.15024e-01 -3.76657e-01 -3.77543e-01 -3.87696e-01 -4.76921e-01 -6.43268e-01 -8.17874e-01 -9.51379e-01 -1.03065e+00 -1.07799e+00 -1.09696e+00 -1.06762e+00 -1.00735e+00 -9.47722e-01 -9.04049e-01 -8.42267e-01 -6.98779e-01 -4.49888e-01 -1.74990e-01 2.31081e-02 6.65896e-02 -2.74121e-02 -2.11273e-01 -4.31933e-01 -6.31408e-01 -7.60098e-01 -7.76436e-01 -6.97282e-01 -5.77421e-01 -5.13834e-01 -5.47057e-01 -6.58344e-01 -7.62030e-01 -7.97725e-01 -7.72673e-01 -7.59410e-01 -8.32136e-01 -9.95432e-01 -1.20863e+00 -1.40498e+00 -1.53107e+00 -1.54168e+00 -1.40577e+00 -1.13388e+00 -7.83296e-01 -4.71909e-01 -2.93295e-01 -2.74920e-01 -3.66435e-01 -4.94594e-01 -5.86913e-01 -6.02061e-01 -5.61087e-01 -4.70643e-01
-4.81459e-01 -5.23996e-01 -5.22834e-01 -5.19161e-01 -5.60455e-01 -7.03907e-01 -9.32881e-01 -1.14980e+00 -1.23425e+00 -1.12897e+00 -8.71515e-01 -5.49059e-01 -2.55261e-01 -3.27189e-02 6.43697e-02 1.91343e-02 -1.36408e-01 -3.05985e-01 -4.17862e-01 -4.42045e-01 -4.49772e-01 -5.08275e-01 -6.22764e-01 -7.41083e-01 -8.34270e-01 -9.05391e-01 -9.78370e-01 -1.02766e+00 -1.02871e+00 -9.79300e-01 -9.21210e-01 -8.90187e-01 -8.51300e-01 -7.34963e-01 -4.89902e-01 -1.65083e-01 1.20531e-01 2.54948e-01 2.11309e-01 1.57668e-02 -2.61994e-01 -5.23152e-01 -6.81403e-01 -6.88081e-01 -5.87445e-01 -4.65315e-01 -4.28450e-01 -5.07408e-01 -6.71475e-01 -8.19183e-01 -8.75458e-01 -8.49635e-01 -8.23235e-01 -8.81888e-01 -1.05217e+00 -1.29039e+00 -1.51728e+00 -1.64775e+00 -1.64602e+00 -1.50681e+00 -1.25261e+00 -9.55198e-01 -7.09423e-01 -5.73267e-01 -5.75555e-01 -6.61781e-01 -7.73792e-01 -8.41365e-01 -8.20500e-01 -7.20950e-01 -5.62669e-01
