6.0300 2.1389
6.0300 5.7731
6.0300 18.0152
6.0300 24.6084
6.0300 47.2160
6.0300 117.7098
6.1000 3.0254
6.1000 5.1126
6.1000 5.6362
6.1000 6.4600
6.1000 12.3971
6.1700 3.8469
6.1700 4.9076
6.1700 28.2199
6.2400 2.2364
6.2400 3.6248
6.2400 6.8753
6.2400 7.3265
6.2400 14.6202
6.2400 18.5064
6.3200 2.6187
6.3200 11.4811
6.3200 23.6587
6.3200 65.1145
6.4600 2.3154
6.4600 3.5208
6.4600 4.8702
6.4600 20.3223
6.4600 30.9435
6.5400 14.5588
6.5400 163.5022
6.6900 3.3464
6.6900 3.9119
6.7700 1.3762
6.7700 5.0885
6.8400 3.3747
6.8400 153.6458
6.9200 4.3915
6.9200 4.6519
6.9200 38.5614
7.0000 10.6196
7.0800 1.1676
7.0800 2.4028
7.0800 15.2449
7.2400 10.9876
7.3300 26.7582
7.4900 5.3556
7.4900 7.5760
7.4900 7.6248
7.4900 10.9876
7.4900 21.4465
7.4900 39.1459
7.4900 79.3383
7.4900 91.2340
7.5800 33.2884
7.6600 8.0640
7.7500 3.4392
7.8400 4.3636
7.9300 4.2745
8.0200 18.0459
8.1100 1.5931
8.1100 8.9225
8.2900 15.8213
