# transmission curves for z = 1 to 11
0.00000e+00 1.00000e+00 2.00000e+00 3.00000e+00 4.00000e+00 5.00000e+00 6.00000e+00 7.00000e+00 8.00000e+00 9.00000e+00 1.00000e+01 1.10000e+01
1.00000e+02 7.48714e-01 5.35085e-01 3.16654e-01 1.37824e-01 4.02965e-02 7.10205e-03 6.65627e-04 2.87575e-05 4.77794e-07 2.55872e-09 3.49850e-12
1.01000e+02 7.47127e-01 5.32676e-01 3.13953e-01 1.35705e-01 3.92565e-02 6.81112e-03 6.24243e-04 2.61440e-05 4.16257e-07 2.10573e-09 2.67024e-12
1.02000e+02 7.45561e-01 5.30306e-01 3.11306e-01 1.33643e-01 3.82542e-02 6.53489e-03 5.85782e-04 2.36770e-05 3.63006e-07 1.73498e-09 2.00597e-12
1.03000e+02 7.44016e-01 5.27974e-01 3.08713e-01 1.31635e-01 3.72878e-02 6.27247e-03 5.50010e-04 2.15094e-05 3.15331e-07 1.43113e-09 1.53474e-12
1.04000e+02 7.42492e-01 5.25680e-01 3.06171e-01 1.29679e-01 3.63557e-02 6.02303e-03 5.16715e-04 1.95826e-05 2.75496e-07 1.18180e-09 1.17565e-12
1.05000e+02 7.40988e-01 5.23423e-01 3.03678e-01 1.27773e-01 3.54564e-02 5.78579e-03 4.85704e-04 1.78365e-05 2.40910e-07 9.76943e-10 9.01632e-13
1.06000e+02 7.39504e-01 5.21202e-01 3.01234e-01 1.25915e-01 3.45882e-02 5.56006e-03 4.56800e-04 1.62500e-05 2.10850e-07 8.08427e-10 6.92265e-13
1.07000e+02 7.38039e-01 5.19015e-01 2.98837e-01 1.24104e-01 3.37499e-02 5.34514e-03 4.29842e-04 1.48364e-05 1.84698e-07 6.69642e-10 5.32091e-13
1.08000e+02 7.36592e-01 5.16862e-01 2.96485e-01 1.22338e-01 3.29401e-02 5.14043e-03 4.04682e-04 1.35548e-05 1.61923e-07 5.55214e-10 4.09402e-13
1.09000e+02 7.35165e-01 5.14742e-01 2.94178e-01 1.20616e-01 3.21574e-02 4.94533e-03 3.81184e-04 1.23621e-05 1.42070e-07 4.60764e-10 3.15316e-13
1.10000e+02 7.33755e-01 5.12655e-01 2.91913e-01 1.18935e-01 3.14009e-02 4.75931e-03 3.59226e-04 1.13084e-05 1.24748e-07 3.82723e-10 2.43084e-13
1.11000e+02 7.32363e-01 5.10599e-01 2.89691e-01 1.17294e-01 3.06692e-02 4.58187e-03 3.38693e-04 1.03509e-05 1.09620e-07 3.12763e-10 1.87570e-13
1.12000e+02 7.30988e-01 5.08574e-01 2.87509e-01 1.15693e-01 2.99614e-02 4.41252e-03 3.19481e-04 9.48013e-06 9.63961e-08 2.60180e-10 1.44860e-13
1.13000e+02 7.29630e-01 5.06579e-01 2.85366e-01 1.14130e-01 2.92764e-02 4.25082e-03 3.01496e-04 8.68767e-06 8.48278e-08 2.16611e-10 1.11969e-13
